filename,page_number,sentence,aspect,aspect_category,ontology_uri,sentiment,tone,confidence
sustainability-report-2023.pdf,23,The lack of insights into the supply chain beyond tier one suppliers requires dedicated efforts.,supply chain visibility,S,GRI403,positive,Outcome,0.87
sustainability-report-2023.pdf,23,"We acknowledge the need for policy updates, such as the Supplier Code of Conduct (CoC), based on ILO's living wage definition.",policy alignment,S,GRI400,positive,Commitment,0.9
sustainability-report-2023.pdf,23,KPMG Norway considers human rights due diligence a continuous learning process.,continuous improvement,S,GRI400,positive,Commitment,0.85
sustainability-report-2023.pdf,23,We strive to align internal documents with evolving market expectations and emerging requirements.,policy alignment,S,GRI400,positive,Commitment,0.88
sustainability-report-2023.pdf,23,We will further develop our risk-based approach to mapping supply chains.,risk-based mapping,S,GRI403,positive,Action,0.89
sustainability-report-2023.pdf,23,We consider human rights due diligence compliance with the Norwegian Transparency Act a priority.,legal compliance,G,GRI204,positive,Commitment,0.95
sustainability-report-2023.pdf,24,Preventing corruption and money laundering is a key aspect of corporate social responsibility.,governance,G,GRI307,positive,Commitment,0.9
sustainability-report-2023.pdf,24,Compliance with regulations is crucial in preventing corruption and money laundering.,compliance,G,GRI307,positive,Action,0.9
sustainability-report-2023.pdf,24,Decarbonization journey is a focus area for KPMG in advising clients.,decarbonization,E,SDG13,positive,Action,0.85
sustainability-report-2023.pdf,24,Auditing of suppliers helps combat illegal working conditions.,labor rights,S,SDG8.5,positive,Outcome,0.88
sustainability-report-2023.pdf,24,Collaboration with top-notch technology environments supports innovative and sustainable solutions.,technology innovation,S,SDG9.4,positive,Action,0.8
sustainability-report-2023.pdf,24,Building knowledge about sustainability across the organization is a priority.,sustainability awareness,E,GRI304,positive,Commitment,0.92
sustainability-report-2023.pdf,24,Establishing ways of working together contributes to finding solutions for sustainable change.,sustainable solutions,E,SDG17.17,positive,Outcome,0.87
sustainability-report-2023.pdf,25,Governance creates the framework that drives purposeful activity.,governance,G,GRI302,positive,Commitment,0.95
sustainability-report-2023.pdf,25,It helps us align our financial and societal performance.,societal performance,S,SDG8,positive,Outcome,0.85
sustainability-report-2023.pdf,25,Axis Industry supports initiatives to promote employee diversity and reduce gender pay gaps.,gender equality,S,SDG5,positive,Action,0.92
sustainability-report-2023.pdf,25,KPMG’s policies are designed to ensure environmental compliance and reduce operational risks related to pollution.,environmental compliance,E,GRI305,positive,Action,0.88
sustainability-report-2023.pdf,25,KPMG Norway has fully adopted KPMG International's global approach to quality management.,quality assurance,G,ISO37001,positive,Action,0.91
sustainability-report-2023.pdf,25,Our policies support risk mitigation around ethical conduct and anti-corruption.,anti-corruption,G,GRI305,positive,Action,0.96
sustainability-report-2023.pdf,26,"In this report, we have elaborated on the topics most material to our ESG work.",materiality assessment,G,GRI102,positive,Outcome,0.95
sustainability-report-2023.pdf,26,"KPMG has established a risk assessment process which is used in identifying additional firm-specific quality objectives, quality risks, and responses",governance process,G,GRI304,neutral,Action,0.92
sustainability-report-2023.pdf,26,"To provide more transparency on what drives KPMG audit and assurance quality, this report is structured around the KPMG Global Quality Framework.",quality framework,G,GRI304,neutral,Action,0.93
sustainability-report-2023.pdf,26,"Our Values are our core beliefs, guiding and unifying our actions and behaviors.",values,S,SDG16,positive,Commitment,0.97
sustainability-report-2023.pdf,26,They form the foundation of a resilient culture ready to meet challenges with integrity,culture,S,SDG16,positive,Commitment,0.96
sustainability-report-2023.pdf,26,Through our work and the example we set — as we inspire confidence and empower change throughout the world.,social impact,S,SDG8,positive,Outcome,0.94
sustainability-report-2023.pdf,26,double materiality assessment in progress,materiality assessment,G,GRI102,neutral,Action,0.89
sustainability-report-2023.pdf,27,Ethics and integrity are core to who we are.,ethics,G,GRI203,positive,Commitment,0.95
sustainability-report-2023.pdf,27,"Our Global Code of Conduct outlines the responsibilities all KPMG personnel have to each other, our clients, and the public.",ethics,G,GRI203,positive,Commitment,0.93
sustainability-report-2023.pdf,27,We have zero tolerance of bribery and corruption.,anti-bribery and corruption,G,GRI202,positive,Action,0.92
sustainability-report-2023.pdf,27,"All KPMG firms' partners and personnel are required to take trainings covering compliance with laws, regulations, and professional standards relating to anti-bribery and corruption.",anti-bribery and corruption,G,GRI202,positive,Action,0.89
sustainability-report-2023.pdf,27,KPMG has incorporated the regulations to combat money laundering and the financing of terrorism in our guidelines.,anti-money laundering,G,GRI203,positive,Action,0.88
sustainability-report-2023.pdf,27,KPMG's guidelines for insider trading follow the Norwegian Securities Trading Act.,insider trading,G,GRI203,positive,Action,0.87
sustainability-report-2023.pdf,27,We have a fundamental commitment to financial transparency and build trust.,financial transparency,G,GRI101,positive,Commitment,0.91
sustainability-report-2023.pdf,27,"Social Inclusion, Diversity, and Equity initiatives reflect our commitment to equitable practices.",diversity and equity,S,SDG5,positive,Action,0.85
sustainability-report-2023.pdf,28,We are committed to ensuring that multinational companies report the correct tax in each country they operate in.,tax reporting,G,GRI405,positive,Commitment,0.92
sustainability-report-2023.pdf,28,country-by-country tax reporting is a reporting method that helps companies report tax in each country they operate in.,tax reporting,G,GRI405,neutral,Action,0.85
sustainability-report-2023.pdf,28,"Several countries have introduced legislation that requires companies to report in this way, and we work closely with these to ensure compliance.",tax compliance,G,GRI403,positive,Action,0.9
sustainability-report-2023.pdf,28,we use analysis tools and technology to ensure accuracy and reliability in the tax reports.,tax reporting accuracy,G,GRI405,positive,Action,0.87
sustainability-report-2023.pdf,28,"This helps increase trust in the companies and their business practices, as well as reduce the risk of companies being sanctioned due to misreporting.",tax compliance,G,GRI405,positive,Outcome,0.89
sustainability-report-2023.pdf,28,"Our commitment to accurate tax reporting is not only important for the companies we work with, but also for society as a whole.",tax reporting,G,SDG16,positive,Commitment,0.93
sustainability-report-2023.pdf,28,"By ensuring that companies pay the correct tax to each country of operation, we contribute to a more fair and sustainable global economy.",fair economic system,G,SDG16,positive,Outcome,0.91
sustainability-report-2023.pdf,28,We are proud to be part of the solution.,tax reporting,G,GRI405,positive,Commitment,0.88
sustainability-report-2023.pdf,28,"Through our Supplier Code of Conduct, we clearly communicate our expectation that suppliers comply with the requirements of the Transparency Act, the OECD Guidelines for Responsible Business Conduct and the ILO's core conventions for decent working conditions.",supplier labor standards,S,GRI403,positive,Commitment,0.89
sustainability-report-2023.pdf,28,"During the reporting year, KPMG Norway has focused on upgrading the procurement solution to get better system support for contract follow-up.",procurement technology,G,GRI403,positive,Action,0.85
sustainability-report-2023.pdf,28,"This will enable us to both manage our suppliers more efficiently and timely, and to allow for a more systematic approach to our human right's due diligence in the supply chain.",human rights due diligence,S,SDG8,positive,Action,0.87
sustainability-report-2023.pdf,28,work was also done to increase the data quality of existing agreements.,data management,G,GRI305,positive,Action,0.83
sustainability-report-2023.pdf,28,"To ensure that we have a responsible procurement practice that sustains our other efforts on ESG and human rights due diligence, we have also been making improvements in risk mapping when it comes to risk of contributing to human rights and workers' rights through the products and services we buy.",supply chain risk management,S,GRI403,positive,Action,0.86
sustainability-report-2023.pdf,28,Our policies are reviewed annually and revised when necessary.,policy governance,G,GRI403,positive,Commitment,0.85
sustainability-report-2023.pdf,28,we will follow up suppliers in risk categories as part of our ongoing due diligence work.,supplier risk management,S,GRI403,positive,Action,0.84
sustainability-report-2023.pdf,28,The work on follow-up of suppliers regarding their responsible business conduct will be stepped up in FY2024.,supplier compliance,S,SDG12,positive,Action,0.88
sustainability-report-2023.pdf,28,Environmental double materiality assessment in progress.,environmental impact assessment,E,GRI305,positive,Action,0.9
